Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Allograft Rejection,-0.19339897085954944,-1.246522720230672,1.208577e-01,1.706301e-01,9.450000e-01,39/127,18.07%,IL27RA;TIMP1;HLA-DMA;IRF7;CAPG;TGFB1;HLA-DRA;RPS19;FLNA;HLA-A;BCL3;IL11;CXCR3;CD74;NME1;IL12A;IKBKB;CSK;RPS9;CCL4;NCF4;EIF3D;IL12RB1;IL4R;TAP1;AKT1;IRF4;IL2RG;ITGAL;CCND3;SOCS1;ELF4;HLA-E;TRAF2;PTPN6;HLA-DMB;TAPBP;CCL5;IFNGR2
prerank,Unfolded Protein Response,0.19480786931494284,1.229268581440049,1.387164e-01,1.741520e-01,9.470000e-01,49/107,30.38%,DCP2;DDIT4;EIF4E;CKS1B;YWHAZ;EIF2S1;HSP90B1;EDEM1;KIF5B;MTREX;NABP1;DDX10;CNOT4;TTC37;HSPA9;NPM1;SSR1;DCP1A;XPOT;CNOT2;NFYB;CALR;SLC30A5;TSPYL2;ATF6;CNOT6;PAIP1;NHP2;PSAT1;EXOSC9;LSM1;SPCS3;SERP1;SPCS1;XBP1;SDAD1;CEBPG;DNAJC3;DNAJA4;SEC11A;SEC31A;EIF4A2;EXOC2;EXOSC1;ERO1A;NFYA;FKBP14;HERPUD1;DKC1
prerank,Cholesterol Homeostasis,-0.21846221882851777,-1.1891969801107232,1.806331e-01,2.291059e-01,9.770000e-01,33/66,34.94%,ABCA2;FASN;PCYT2;ETHE1;LGMN;ECH1;ATF5;CXCL16;ATF3;ACTG1;TM7SF2;TRIB3;GLDC;GUSB;ALDOC;S100A11;NFIL3;EBP;MAL2;LSS;STX5;PMVK;FADS2;GSTM2;FBXO6;ACSS2;DHCR7;CTNNB1;ANTXR2;MVD;CBS;TNFRSF12A;SREBF2
prerank,KRAS Signaling Up,0.18166771091568829,1.1833159181487918,1.635220e-01,2.118430e-01,9.780000e-01,59/127,35.25%,PCP4;CXCL10;CCND2;EMP1;CDADC1;BIRC3;LY96;NAP1L2;CCSER2;TOR1AIP2;CBR4;STRN;ETV5;LCP1;ST6GAL1;NIN;BTBD3;GALNT3;GLRX;IKZF1;ZNF277;GUCY1A1;PRELID3B;FGF9;ADAM17;MAP3K1;CBL;USP12;ETV1;EVI5;ETS1;AVL9;BPGM;VWA5A;AMMECR1;CTSS;ZNF639;IGFBP3;PTCD2;MMD;MAP7;PTBP2;RABGAP1L;SDCCAG8;ERO1A;PDCD1LG2;CROT;MYCN;TPH1;SCG5;ALDH1A3;HBEGF;TSPAN13;FUCA1;FCER1G;DCBLD2;ITGA2;CXCR4;CAB39L
prerank,Apoptosis,0.1790380689959696,1.166496389342885,2.050209e-01,2.192774e-01,9.840000e-01,42/128,21.93%,BTG2;CCND2;FAS;EMP1;TOP2A;DNAJA1;CASP1;SC5D;PDCD4;RNASEL;ROCK1;BIRC3;IFNGR1;CD38;CAV1;HMGB2;BRCA1;CDKN1B;PEA15;PPP3R1;CASP8;CASP4;SLC20A1;F2R;ETF1;DNM1L;CASP6;PAK1;XIAP;SOD2;BNIP3L;SOD1;CYLD;DPYD;GADD45B;GCH1;CASP3;WEE1;APP;BCL10;SAT1;HGF
prerank,Inflammatory Response,-0.1741214044495039,-1.0996941893768022,2.734531e-01,3.516027e-01,1.000000e+00,36/116,22.56%,TIMP1;IRF7;LY6E;MYC;MET;RGS16;NFKBIA;ADRM1;CD70;RHOG;IRF1;GABBR1;IL10RA;TNFRSF1B;IL4R;RAF1;IL15RA;KLF6;FZD5;TPBG;EMP3;ATP2A2;GPR132;TAPBP;SLC7A1;CCL5;IFNGR2;PTGER4;NOD2;CHST2;GP1BA;RELA;ACVR1B;KCNA3;ADGRE1;IL18R1
prerank,Interferon Gamma Response,0.16047089817050605,1.0975194626054323,2.664016e-01,2.978495e-01,9.970000e-01,58/163,27.18%,FGL2;STAT4;PDE4B;CXCL10;CD86;FAS;CASP1;PLA2G4A;CD274;NAMPT;EIF2AK2;ST8SIA4;SPPL2A;B2M;PARP14;SLAMF7;CD38;APOL6;SAMHD1;STAT1;RAPGEF6;NCOA3;PSMA3;PTPN2;CASP8;JAK2;CASP4;ST3GAL5;EPSTI1;PNPT1;SOD2;STAT3;ICAM1;DDX58;IFI44;HIF1A;SAMD9L;TRIM25;BPGM;VAMP8;GCH1;CASP3;NMI;DDX60;IFIH1;OAS3;TRIM21;XAF1;NFKB1;STAT2;CASP7;PSME2;LCP2;BST2;PTPN1;ISOC1;SP110;IFIT3
prerank,IL-6/JAK/STAT3 Signaling,-0.1978265943639625,-1.0606864835174414,3.578154e-01,4.103336e-01,1.000000e+00,18/58,18.07%,JUN;PIM1;TGFB1;TYK2;CD44;IRF1;MYD88;CSF2RB;TNFRSF1B;IL12RB1;IL4R;IL2RG;IL15RA;SOCS1;CSF2;HMOX1;IRF9;IFNGR2
prerank,Complement,-0.14060132056818006,-0.9189425519020611,6.130952e-01,7.061239e-01,1.000000e+00,45/136,28.78%,PIM1;TIMP1;IRF7;GNB2;CEBPB;RCE1;LGMN;EHD1;PDGFB;CTSD;ATOX1;CTSH;RHOG;PSMB9;IRF1;PRKCD;TIMP2;SIRT6;DUSP5;SRC;RAF1;PFN1;TNFAIP3;MSRB1;C1R;FYN;BRPF3;CSRP1;CCL5;HSPA5;RNF4;DOCK9;GP1BA;S100A13;PLEK;APOBEC3G;WAS;CASP10;L3MBTL4;PPP4C;CTSO;CD55;DGKH;MAFF;DUSP6
prerank,Apical Surface,-0.20464268666476154,-0.8966336224465539,6.050584e-01,7.288833e-01,1.000000e+00,8/26,22.75%,CROCC;TMEM8B;EPHB4;SULF2;IL2RG;HSPB1;B4GALT1;FLOT2
prerank,Interferon Alpha Response,-0.15104857542700836,-0.88519016949534,6.725490e-01,7.273471e-01,1.000000e+00,27/84,25.79%,TXNIP;HELZ2;GMPR;IRF7;ISG20;LY6E;UBA7;CD74;MVB12A;HLA-C;PSMB9;IRF1;SLC25A28;PARP12;IL4R;OGFR;TAP1;CNP;IRF9;MX1;IFI35;PSME1;ISG15;RNF31;PSMB8;ADAR;TRIM26
prerank,Bile Acid Metabolism,-0.1524756252042826,-0.8707755778840784,6.893788e-01,7.335818e-01,1.000000e+00,25/73,27.77%,ABCA2;SLC22A18;RXRA;ABCD1;SLC29A1;GSTK1;PAOX;LIPE;PEX16;IDH2;RETSAT;ABCA3;EPHX2;SOAT2;ALDH8A1;SLC35B2;FDXR;PEX6;SLC27A2;FADS2;ATXN1;MLYCD;KLF1;AMACR;HACL1
prerank,TGF-beta Signaling,-0.15819760881923214,-0.8172323618904166,7.489796e-01,8.106031e-01,1.000000e+00,21/51,31.92%,CDKN1C;TGFB1;FURIN;NCOR2;SMAD7;SKI;PPP1R15A;KLF10;TJP1;IFNGR2;CDK9;LEFTY2;PPP1CA;JUNB;THBS1;ID2;BMPR2;BMP2;CTNNB1;ENG;SMAD6
prerank,Reactive Oxygen Species Pathway,0.15354998080627882,0.7760502243891301,8.179916e-01,8.787981e-01,1.000000e+00,20/46,33.15%,PRDX1;GLRX2;GLRX;SOD2;OXSR1;SOD1;NDUFB4;PRNP;PRDX6;TXNRD1;NDUFA6;GCLC;GCLM;SELENOS;CAT;LAMTOR5;TXN;GPX3;EGLN2;GSR
