gene_name	MM1S monoculture-1	MM1S monoculture-2	MM1S monoculture-3	MM1S cocultured-1	MM1S cocultured-2	MM1S cocultured-3
PGBD5 (ENSG00000177614)	0.774618557979767	0.9661127199854552	0.9348852894552043	-0.7633350371318363	-0.6549007503542211	-1.257380779934355
POT1-AS1 (ENSG00000224897)	-0.9093293275246117	-1.0305903291328677	-0.7889807800486656	0.8986799668728098	0.8601834228926422	0.9700370469406966
AC026462.1 (ENSG00000234337)	-1.2641802954307602	-0.9079683261609001	-0.44612290914445674	0.9749612004696447	1.0186732938272667	0.6246370364392044
CORO1B (ENSG00000172725)	0.8667936710774956	1.1088574286967017	0.7402020830780943	-0.8139425096217767	-0.9568839691528079	-0.9450267040776991
CBX3P9 (ENSG00000217241)	-0.920974587671841	-0.46938855677006647	-1.2502899145077566	1.0186277089126405	0.8981039887937915	0.7239213612432289
MAP3K6 (ENSG00000142733)	0.8543466976234262	1.0766649534431818	0.7757550179142464	-0.7255910660763546	-1.09078178961065	-0.8903938132938544
RHOD (ENSG00000173156)	1.0720343022203753	0.7536187876684344	0.8954930882563571	-0.9929428480424782	-0.892513212469736	-0.8356901176329469
FAM189A1 (ENSG00000104059)	0.8437111431534835	0.993310375246118	0.8488941054796252	-0.7608159906748759	-0.6895850455412732	-1.235514587663073
MAN1B1-DT (ENSG00000268996)	1.0577422619227357	0.6853600617041775	0.7283695149409616	-0.33523017738266253	-0.5747663669721836	-1.5614752942130323
VPS9D1-AS1 (ENSG00000261373)	0.8070637107225097	1.1592704805501988	0.728411119185826	-0.7209540962832137	-1.0437140621915346	-0.9300771519837884
DNAJC3-DT (ENSG00000247400)	-0.7836613441746472	-0.8518925151004405	-1.0722778742779753	0.9031726963633372	0.7203183087963377	1.084340728393387
CD109 (ENSG00000156535)	-1.1878200197999802	-0.6747126658338256	-0.8278211359202439	0.9130666161598562	0.755427546467132	1.021859658927068
OR7E14P (ENSG00000184669)	0.7823620170687215	0.9316464689439612	0.9982240920721858	-0.6937415594290176	-0.958932262151454	-1.0595587565044047
ZNF573 (ENSG00000189144)	-1.1843355624824266	-0.9170376291546388	-0.5835892940225548	0.9481946334936266	0.9338073504483504	0.802960501717643
ARRDC3-AS1 (ENSG00000281357)	1.3244044256964398	0.7030304932548953	0.5436121531977155	-0.47470729592843336	-1.1776295809787458	-0.9187101952418644
MELTF (ENSG00000163975)	0.9825948699347554	0.8550873851523249	0.8918500886653031	-0.7984269569413562	-0.9113923221778848	-1.0197130646331447
HEMGN (ENSG00000136929)	-0.9468875976631703	-0.8520422830132768	-0.9368338160355061	0.8560404431330729	0.9279194498623229	0.9518038037165439
FZD7 (ENSG00000155760)	0.86107117839158	0.95554542027852	0.9180215381749568	-0.8935013507948463	-0.8516886622289211	-0.9894481238212871
MAMDC2-AS1 (ENSG00000204706)	-0.4681283663451332	-1.7493567228692228	-0.03829369823587111	0.8181512817960992	0.6283081202966663	0.8093193853574622
NDUFA11 (ENSG00000174886)	1.0519138609060978	0.7607169932077227	0.8724564713133959	-0.8413406106098119	-0.6516405005234439	-1.1921062142939574
TCIRG1 (ENSG00000110719)	0.9471182101285133	0.850192816754518	0.9249868682057775	-0.7849853888450912	-0.8426669085239383	-1.0946455977197727
AC018638.2 (ENSG00000230715)	1.0224680784920597	0.958325082395811	0.7364860034100399	-0.7983954049743963	-1.0468139808008363	-0.8720697785226825
DPYSL3 (ENSG00000113657)	0.7421445820167804	0.9300718909034117	1.047145661695309	-1.017280341670822	-0.8972640067116253	-0.8048177862330581
WDR64 (ENSG00000162843)	-1.72626054478775	-0.322808950446444	-0.2738983476700412	0.7745518488733423	0.6291700773428092	0.9192459166880854
AC008982.2 (ENSG00000269688)	0.6713335469595104	1.0474170608341524	0.9899580600339922	-1.0342047550472597	-0.8552888138390021	-0.8192150989413909
SEMA3A (ENSG00000075213)	-0.7750372149131862	-0.6428941786013332	-1.2560654660033277	0.8153527834392397	0.8392529714825675	1.019391104596041
MATN1-AS1 (ENSG00000186056)	0.8789813936533403	0.6061846783193424	1.0355126589595969	-0.7352914811762352	-1.4641776580891268	-0.32120959166692264
APRT (ENSG00000198931)	0.9571808461503531	0.7657616486131278	1.0016826202041254	-0.8201973762524277	-0.8893663886923502	-1.0150613500228238
AL356273.3 (ENSG00000279838)	0.8017663158801733	1.0990040140459547	0.7977868384647615	-0.7413882247547328	-1.1334803649710385	-0.8236885786651171
AC007249.2 (ENSG00000257135)	0.6595873504944034	1.0451247247647864	0.9544026898003086	-0.6948086692221807	-0.7085054309393394	-1.2558006648979771
BFSP2 (ENSG00000170819)	-1.2950708069081163	-0.4393020004178479	-0.8891814791474418	0.9181393617806655	0.9975552002144978	0.7078597244782406
PKD1 (ENSG00000008710)	0.9569901524101347	0.8441828025703454	0.925270514672843	-0.7884417328392851	-0.8800233805748957	-1.05797835623914
UBALD1 (ENSG00000153443)	1.023499837393672	0.9087554551276082	0.7990500721928058	-0.8904379065280867	-0.8997646329177007	-0.941102825268294
AC138969.1 (ENSG00000227827)	0.8104895037481628	0.9146128654485787	0.9665453885904244	-0.9343026817928173	-1.1573549048582135	-0.5999901711361338
SEMA6C (ENSG00000143434)	0.5643510393763235	1.0827579706204065	0.9590437734750857	-1.2238414459120934	-0.9521134433969694	-0.43019789416276105
PPFIA3 (ENSG00000177380)	0.8435739306402139	0.9432246754831642	0.9463354351389532	-0.941815241944852	-0.9722492454299826	-0.8190695538874935
WTIP (ENSG00000142279)	0.8390181992458217	0.41629557947862145	1.3006797408279955	-1.0060339539312684	-0.44506538508929255	-1.1048941805318797
ERFE (ENSG00000178752)	1.1495386143619988	1.0264805676690023	0.31573725851401807	-0.3014427968233818	-0.9617328487874002	-1.228580794934236
WDR24 (ENSG00000127580)	1.148560345403681	0.6747684826554108	0.8777958233104434	-0.9774037576332527	-0.9456642509963591	-0.7780566427399267
S100A13 (ENSG00000189171)	1.1049259804373877	0.9772080856402753	0.396891036464434	-0.7982900714667241	-1.3957855021674042	-0.28494952890796804
GUCY2F (ENSG00000101890)	0.8988143309462199	0.9340273948711809	0.8400662565600835	-0.7975750642678191	-0.6064176487246582	-1.2689152693850065
MT-TK (ENSG00000210156)	-1.5352023134886787	-0.6115569771541778	-0.3485634677837934	1.0492868578640315	0.7469198993173743	0.6991160012452442
