	size_factor
MM1S monoculture-1	0.7186417699205451
MM1S monoculture-2	1.2327363176970316
MM1S monoculture-3	0.8049676042525317
MM1S cocultured-1	1.1417071092867699
MM1S cocultured-2	1.449206579448763
MM1S cocultured-3	0.881143368745202
