gene_id	gene_name	baseMean	mean_HUVEC_MM1S	mean_MM1S_monoculture	log2FoldChange	dispersion_method_of_moments	stat	pvalue	padj	welch_logCPM_pvalue	comparison	status
ENSG00000129474	AJUBA	14.590939859715412	7.243357390615287	20.097747616595544	-1.4114554503124328	0.2017412726607648	-2.2227979705359506	0.026229426007199057	0.08594624337581747	0.016145350393054356	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000164776	PHKG1	58.149214487827	83.76214722364999	44.204973818361744	0.9144493273274107	0.10487265037731174	2.222628748074697	0.026240844057938317	0.0859570879801802	0.004474508890321713	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000140538	NTRK3	38.758362847933206	49.39873434853308	27.938811628433744	0.8111420425595081	0.0684017684029656	2.222409508344386	0.026255643342033983	0.0859570879801802	0.05872759380811313	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000090615	GOLGA3	1776.400731451862	1729.2305823743902	1826.9303470981183	-0.07926907306690978	0.0003541899522408625	-2.2224051113963323	0.02625594022187372	0.0859570879801802	0.030468440484490086	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000152192	POU4F1	57.80592137607346	42.45787617777293	83.96538508696258	-0.975437560278025	0.1212762139421684	-2.222393275436748	0.026256739394646622	0.0859570879801802	0.002987060757665529	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000103978	TMEM87A	1465.3336435577305	1308.9042507250726	1545.7343639482297	-0.23984843877450338	0.007689111404449292	-2.222362751561875	0.026258800486339003	0.0859570879801802	0.059527615151097224	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000184047	DIABLO	36.133964678857424	43.662616100557806	26.900356796843607	0.6886309573447952	0.03962999502130798	2.2223141256990644	0.02626208418400885	0.0859570879801802	0.022175963569875442	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000101417	PXMP4	283.2265674290795	223.6846281454921	316.4466334254698	-0.49955258485744863	0.03261077054284894	-2.222237705990809	0.026267245513241787	0.08595797121121004	0.047316799349883316	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000111335	OAS2	1059.2792207730736	1193.6552586280834	969.3504445411077	0.3001562221719687	0.012215304331881335	2.2220965940622808	0.026276778409910353	0.08597315713970483	0.06778347838831121	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000260588	AC027702.1	23.373262632302946	13.202410323627605	34.10435546684744	-1.3365239407702245	0.20982200653851976	-2.2219103220752205	0.02628936669807355	0.08599833227573463	0.02378346318932301	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000168288	MMADHC	2845.365960680667	2937.5642705687465	2690.8659648161515	0.12652737722810753	0.0019815590643906655	2.2216624584340208	0.026306125440140236	0.08603713797870545	0.12076157073645458	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000112983	BRD8	3419.5802025906855	3866.812406301799	3215.146055584823	0.2662226932305436	0.010067145519865199	2.221291860828441	0.02633119978327275	0.08608455345466597	0.0027578508809778914	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000115267	IFIH1	1870.9476122176154	1973.9368854870997	1601.1602997309722	0.3018730563177611	0.012745331632969927	2.2212337802049342	0.026335131344063328	0.08608455345466597	0.04326697545938778	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000255158	AC131934.1	9.138705969124482	11.529062875221719	5.546631785069413	0.9923206210576857	0.019599857165604136	2.2210499867928024	0.026347575926546112	0.08608455345466597	0.039912582857836415	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000134463	ECHDC3	6.664295009786049	2.040899782937798	14.379260823381975	-2.5498914780894912	0.7196371747238766	-2.2208847912815375	0.02635876558802149	0.08608455345466597	0.0027331943226365303	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000184432	COPB2	5224.0387117418395	5470.259589388942	4464.708200056182	0.2930137126731301	0.012341583814844155	2.220876815950485	0.026359305907890103	0.08608455345466597	0.0004349073411695363	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000070476	ZXDC	1641.723391014978	1436.9320866858131	2094.9036286475134	-0.5437343751766617	0.042613542662678375	-2.220833468858443	0.026362242792861028	0.08608455345466597	1.9230411004728743e-05	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000123352	SPATS2	3311.186945797434	3111.48991249352	3433.4275668117275	-0.14202222448579627	0.0026410382639413315	-2.2208246490697143	0.02636284039247499	0.08608455345466597	0.003040506082124997	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000146416	AIG1	613.186548661337	708.4014249603715	561.6087651601683	0.33473571845160155	0.014777985205568821	2.2208107123375362	0.02636378472305757	0.08608455345466597	0.033610886780500886	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000140521	POLG	4063.083173156146	3676.2424252069013	4927.209642417878	-0.42248913814505984	0.02584609209453879	-2.220768542481241	0.026366642262795274	0.08608455345466597	3.667372108934809e-05	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000131370	SH3BP5	111.15768344428754	92.21560294872624	137.1726437300675	-0.5703578638945738	0.038514091511081615	-2.2207247550133826	0.026369609699338017	0.08608455345466597	0.06744319037482828	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000241769	LINC00893	74.65643227457196	58.28105793559553	103.92001421203965	-0.828975030339409	0.08713773686919217	-2.2206288691297766	0.02637610880559794	0.08608977712495777	0.05882733776890052	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000131018	SYNE1	899.5535306115694	1116.7372006222067	792.8330846767363	0.4939368962907286	0.03458333864622303	2.2204707079943646	0.026386831927413968	0.08609588468009134	0.006096012708702042	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000144711	IQSEC1	2632.647983778608	2259.761814684809	3441.9592914325926	-0.6069496988199389	0.05348493042419975	-2.220369929678333	0.026393666532338166	0.08609588468009134	0.0008118554126584891	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000264278	ZNF236-DT	32.94416228031407	21.040918594093977	44.80977795207741	-1.072742647014361	0.13398216672507596	-2.2203235718002055	0.0263968109542106	0.08609588468009134	0.054769546958592784	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000138071	ACTR2	15212.604010191155	16343.168012598055	10039.258189847444	0.7030072821249594	0.07216891600605126	2.220312273728221	0.026397577343443474	0.08609588468009134	0.00013070982761174873	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000284783	AC091057.5	12.432298461415392	12.582205912382044	2.6843693132831508	2.038526257576731	0.4125270377952693	2.2198312772032165	0.02643022292067864	0.08615659816905273	0.02012985646638152	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000276070	CCL4L2	475.1922685323677	427.62299760315756	565.2010677916095	-0.402014558879209	0.021585044672423243	-2.219824301809316	0.026430696602113855	0.08615659816905273	0.002592215218848272	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000139990	DCAF5	1084.3879948692024	1143.5982460882005	947.7153418612255	0.2709243038784313	0.009770669163571853	2.2198212940276942	0.02643090085525313	0.08615659816905273	0.01916668422217611	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000226479	TMEM185B	347.88822475222554	295.00818757613666	379.6148522373688	-0.36323729339136884	0.016296982885366625	-2.219390105641436	0.026460196212042136	0.08621792702990524	0.08279228206632581	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000177822	AC098864.1	25.85858755539323	13.65301681104245	42.153830918267566	-1.591565715794628	0.32357678343563484	-2.2193562045977617	0.02646250067082487	0.08621792702990524	0.05031994964907918	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000273366	Z83851.2	23.256383299537514	14.946835651798528	37.08519191673751	-1.282853044166058	0.19515224746036985	-2.2192064848524944	0.026472680100537088	0.08621792702990524	0.008100653299662343	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000100815	TRIP11	776.8652419723909	827.4001747238038	634.9326175653586	0.3817176758179372	0.01993147323589211	2.2192006876399812	0.02647307432042649	0.08621792702990524	0.011894359305882958	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
ENSG00000167468	GPX4	2809.076959428547	2430.141909226991	3615.8757149281023	-0.5732072048998119	0.04773764870033897	-2.219183450132543	0.026474246528957416	0.08621792702990524	0.002591650994819299	HUVEC_MM1S_vs_MM1S_monoculture	not_significant
